Address,Case Number,Crime Against,Measure Names,Neighborhood,Occur Date,Occur Time,Offense Category,Offense Type,Offense Count
0 BLOCK OF SW HAMILTON CT,16-900738,Property,No Measure Value,South Portland,01/16/16,220,Larceny Offenses,Theft From Motor Vehicle,1
6000 BLOCK OF SW MACADAM AVE,16-900786,Property,No Measure Value,South Portland,01/24/16,1600,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 6TH AVE,16-900797,Property,No Measure Value,South Portland,01/17/16,2100,Vandalism,Vandalism,1
200 BLOCK OF SW WHITAKER ST,16-900913,Property,No Measure Value,South Portland,01/12/16,1244,Larceny Offenses,All Other Larceny,1
SW MACADAM AVE / SW PENDLETON ST,16-900934,Property,No Measure Value,South Portland,01/22/16,1307,Larceny Offenses,All Other Larceny,1
2500 BLOCK OF SW 1ST AVE,16-901076,Property,No Measure Value,South Portland,01/19/16,1900,Larceny Offenses,Theft From Motor Vehicle,1
3700 BLOCK OF SW WATER AVE,16-901336,Property,No Measure Value,South Portland,01/31/16,2205,Vandalism,Vandalism,1
5300 BLOCK OF SW CORBETT AVE,16-901365,Property,No Measure Value,South Portland,01/25/16,0,Larceny Offenses,Theft From Motor Vehicle,1
5300 BLOCK OF SW CORBETT AVE,16-901366,Property,No Measure Value,South Portland,11/25/15,0,Larceny Offenses,Theft From Motor Vehicle,1
7300 BLOCK OF SW VIRGINIA AVE,16-901393,Property,No Measure Value,South Portland,01/30/16,30,Larceny Offenses,Theft From Motor Vehicle,1
7500 BLOCK OF SW KELLY AVE,16-901466,Property,No Measure Value,South Portland,02/01/16,0,Larceny Offenses,Theft From Motor Vehicle,1
5200 BLOCK OF SW MACADAM AVE,16-901500,Property,No Measure Value,South Portland,02/03/16,925,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,16-901562,Property,No Measure Value,South Portland,01/01/16,1405,Larceny Offenses,All Other Larceny,1
4900 BLOCK OF SW CORBETT AVE,16-901569,Property,No Measure Value,South Portland,11/29/13,1420,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,16-901637,Property,No Measure Value,South Portland,02/08/16,2140,Larceny Offenses,All Other Larceny,1
3700 BLOCK OF SW MOODY AVE,16-901647,Property,No Measure Value,South Portland,02/05/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW MOODY AVE,16-901650,Property,No Measure Value,South Portland,02/06/16,400,Larceny Offenses,Theft From Motor Vehicle,1
300 BLOCK OF SW WHITAKER ST,16-901675,Property,No Measure Value,South Portland,02/06/16,1000,Larceny Offenses,Theft From Motor Vehicle,1
300 BLOCK OF SW WHITAKER ST,16-901699,Property,No Measure Value,South Portland,02/03/16,615,Larceny Offenses,Theft From Motor Vehicle,1
2600 BLOCK OF SW MOODY AVE,16-901765,Property,No Measure Value,South Portland,01/29/16,630,Vandalism,Vandalism,1
3000 BLOCK OF SW 1ST AVE,16-901797,Property,No Measure Value,South Portland,02/09/16,1505,Larceny Offenses,Theft From Motor Vehicle,1
4600 BLOCK OF SW CORBETT AVE,16-901844,Property,No Measure Value,South Portland,12/14/15,515,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,16-901914,Property,No Measure Value,South Portland,02/07/16,2100,Larceny Offenses,All Other Larceny,1
300 BLOCK OF SW DAKOTA ST,16-901963,Property,No Measure Value,South Portland,02/10/16,0,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,16-902105,Property,No Measure Value,South Portland,02/21/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
2800 BLOCK OF SW CORBETT AVE,16-902153,Property,No Measure Value,South Portland,02/17/16,1950,Vandalism,Vandalism,1
5900 BLOCK OF SW HOOD AVE,16-902187,Property,No Measure Value,South Portland,02/17/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
3700 BLOCK OF SW BOND AVE,16-902202,Property,No Measure Value,South Portland,12/11/15,1730,Larceny Offenses,Theft From Building,1
2800 BLOCK OF SW CORBETT AVE,16-902241,Property,No Measure Value,South Portland,02/17/16,1400,Larceny Offenses,Theft From Motor Vehicle,1
2700 BLOCK OF SW 3RD AVE,16-902247,Property,No Measure Value,South Portland,02/19/16,1640,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW GROVER ST,16-902276,Property,No Measure Value,South Portland,02/20/16,100,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW CORBETT AVE,16-902291,Property,No Measure Value,South Portland,01/13/16,1422,Larceny Offenses,All Other Larceny,1
3700 BLOCK OF SW CORBETT AVE,16-902299,Property,No Measure Value,South Portland,02/21/16,2320,Vandalism,Vandalism,1
300 BLOCK OF SW LANE ST,16-902315,Property,No Measure Value,South Portland,02/22/16,900,Larceny Offenses,All Other Larceny,1
3000 BLOCK OF SW WATER AVE,16-902418,Property,No Measure Value,South Portland,02/25/16,640,Larceny Offenses,Theft From Motor Vehicle,1
SW WOODS ST / SW CORBETT AVE,16-902460,Property,No Measure Value,South Portland,02/24/16,1700,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW MOODY AVE,16-902724,Property,No Measure Value,South Portland,03/02/16,1930,Larceny Offenses,Theft From Motor Vehicle,1
2800 BLOCK OF SW 2ND AVE,16-902955,Property,No Measure Value,South Portland,03/08/16,1615,Larceny Offenses,Theft From Motor Vehicle,1
2700 BLOCK OF SW 3RD AVE,16-902972,Property,No Measure Value,South Portland,03/08/16,1200,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,16-903071,Property,No Measure Value,South Portland,03/11/16,1820,Vandalism,Vandalism,1
0 BLOCK OF SW PORTER ST,16-903149,Property,No Measure Value,South Portland,03/14/16,2000,Vandalism,Vandalism,1
5000 BLOCK OF SW CORBETT AVE,16-903226,Property,No Measure Value,South Portland,03/14/16,935,Vandalism,Vandalism,1
4600 BLOCK OF SW KELLY AVE,16-903253,Property,No Measure Value,South Portland,03/16/16,2100,Vandalism,Vandalism,1
SW MACADAM AVE / SW SEYMOUR CT,16-903273,Property,No Measure Value,South Portland,03/16/16,2330,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW MEADE ST,16-903319,Property,No Measure Value,South Portland,03/18/16,0,Larceny Offenses,All Other Larceny,1
4500 BLOCK OF SW WATER AVE,16-903354,Property,No Measure Value,South Portland,03/18/16,1800,Vandalism,Vandalism,1
2700 BLOCK OF SW 3RD AVE,16-903399,Property,No Measure Value,South Portland,03/08/16,1300,Larceny Offenses,Theft From Motor Vehicle,1
SW 1ST AVE / SW PORTER ST,16-903447,Property,No Measure Value,South Portland,03/14/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW WOODS ST,16-903567,Property,No Measure Value,South Portland,03/23/16,1730,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,16-903580,Property,No Measure Value,South Portland,03/23/16,1800,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,16-903581,Property,No Measure Value,South Portland,03/23/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,16-903684,Property,No Measure Value,South Portland,03/24/16,0,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,16-903774,Property,No Measure Value,South Portland,03/24/16,500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
600 BLOCK OF SW GAINES ST,16-903869,Property,No Measure Value,South Portland,03/31/16,1905,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW MEADE ST,16-903903,Property,No Measure Value,South Portland,04/01/16,1600,Vandalism,Vandalism,1
200 BLOCK OF SW MEADE ST,16-903968,Property,No Measure Value,South Portland,04/03/16,300,Larceny Offenses,Theft From Motor Vehicle,1
6800 BLOCK OF SW MACADAM AVE,16-904053,Property,No Measure Value,South Portland,04/04/16,2130,Larceny Offenses,Theft From Motor Vehicle,1
7200 BLOCK OF SW BRIER PL,16-904072,Property,No Measure Value,South Portland,04/05/16,1405,Larceny Offenses,All Other Larceny,1
4600 BLOCK OF SW CORBETT AVE,16-904123,Property,No Measure Value,South Portland,03/11/16,1245,Larceny Offenses,All Other Larceny,1
3700 BLOCK OF SW CORBETT AVE,16-904125,Property,No Measure Value,South Portland,04/06/16,905,Larceny Offenses,Theft From Motor Vehicle,1
7300 BLOCK OF SW CORBETT AVE,16-904182,Property,No Measure Value,South Portland,04/06/16,2145,Larceny Offenses,Theft From Motor Vehicle,1
7000 BLOCK OF SW MACADAM AVE,16-904211,Property,No Measure Value,South Portland,04/08/16,1300,Fraud Offenses,Identity Theft,1
7000 BLOCK OF SW MACADAM AVE,16-904211,Property,No Measure Value,South Portland,04/08/16,1300,Larceny Offenses,All Other Larceny,1
6400 BLOCK OF SW CORBETT AVE,16-904557,Property,No Measure Value,South Portland,04/15/16,2210,Larceny Offenses,All Other Larceny,1
7100 BLOCK OF SW MACADAM AVE,16-904589,Property,No Measure Value,South Portland,04/16/16,1115,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
100 BLOCK OF SW MEADE ST,16-904727,Property,No Measure Value,South Portland,04/20/16,910,Larceny Offenses,Theft From Motor Vehicle,1
6500 BLOCK OF SW VIRGINIA AVE,16-904754,Property,No Measure Value,South Portland,04/20/16,1855,Vandalism,Vandalism,1
5100 BLOCK OF SW LANDING DR,16-904858,Property,No Measure Value,South Portland,04/21/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,16-904908,Property,No Measure Value,South Portland,04/24/16,2130,Larceny Offenses,Theft From Motor Vehicle,1
5900 BLOCK OF SW CORBETT AVE,16-904985,Property,No Measure Value,South Portland,04/25/16,2300,Larceny Offenses,All Other Larceny,1
4900 BLOCK OF SW SLAVIN RD,16-905008,Property,No Measure Value,South Portland,03/21/16,1115,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW WHITAKER ST,16-905105,Property,No Measure Value,South Portland,04/28/16,1930,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
200 BLOCK OF SW WHITAKER ST,16-905105,Property,No Measure Value,South Portland,04/28/16,1930,Fraud Offenses,Identity Theft,1
4700 BLOCK OF SW KELLY AVE,16-905302,Property,No Measure Value,South Portland,04/26/16,1015,Vandalism,Vandalism,1
3600 BLOCK OF SW CORBETT AVE,16-905477,Property,No Measure Value,South Portland,05/07/16,411,Vandalism,Vandalism,1
600 BLOCK OF SW LOWELL ST,16-905545,Property,No Measure Value,South Portland,05/11/16,935,Larceny Offenses,All Other Larceny,1
SW 1ST AVE / SW HOOKER ST,16-905736,Property,No Measure Value,South Portland,05/16/16,0,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW HOOKER ST,16-905737,Property,No Measure Value,South Portland,05/15/16,2130,Vandalism,Vandalism,1
7300 BLOCK OF SW VIRGINIA AVE,16-905772,Property,No Measure Value,South Portland,05/14/16,855,Larceny Offenses,Theft From Motor Vehicle,1
3500 BLOCK OF SW RIVER PKWY,16-906155,Property,No Measure Value,South Portland,05/25/16,0,Larceny Offenses,Theft From Motor Vehicle,1
SW SHERIDAN ST / SW MOODY AVE,16-906311,Property,No Measure Value,South Portland,05/26/16,1940,Larceny Offenses,Theft From Motor Vehicle,1
500 BLOCK OF SW IDAHO ST,16-906334,Property,No Measure Value,South Portland,05/27/16,1800,Larceny Offenses,All Other Larceny,1
2600 BLOCK OF SW MOODY AVE,16-906353,Property,No Measure Value,South Portland,05/24/16,1400,Larceny Offenses,Theft From Motor Vehicle,1
6300 BLOCK OF SW MACADAM AVE,16-906532,Property,No Measure Value,South Portland,06/01/16,1800,Larceny Offenses,Theft From Motor Vehicle,1
5900 BLOCK OF SW CORBETT AVE,16-906540,Property,No Measure Value,South Portland,06/03/16,1700,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW GAINES ST,16-906702,Property,No Measure Value,South Portland,06/08/16,1605,Fraud Offenses,Identity Theft,1
2700 BLOCK OF SW MOODY AVE,16-906733,Property,No Measure Value,South Portland,04/26/16,900,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,16-906941,Property,No Measure Value,South Portland,06/08/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,16-906953,Property,No Measure Value,South Portland,06/14/16,810,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
7200 BLOCK OF SW CORBETT AVE,16-906975,Property,No Measure Value,South Portland,05/27/16,530,Fraud Offenses,Identity Theft,1
7200 BLOCK OF SW CORBETT AVE,16-906975,Property,No Measure Value,South Portland,05/27/16,530,Larceny Offenses,Theft From Motor Vehicle,1
4400 BLOCK OF SW BARBUR BLVD,16-906999,Property,No Measure Value,South Portland,06/15/16,2140,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,16-907055,Property,No Measure Value,South Portland,06/17/16,1430,Fraud Offenses,Identity Theft,1
5000 BLOCK OF SW SLAVIN RD,16-907526,Property,No Measure Value,South Portland,06/28/16,1645,Larceny Offenses,Theft From Motor Vehicle,1
6500 BLOCK OF SW VIRGINIA AVE,16-907555,Property,No Measure Value,South Portland,06/28/16,2100,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW SLAVIN RD,16-907576,Property,No Measure Value,South Portland,06/28/16,2030,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW GAINES ST,16-907751,Property,No Measure Value,South Portland,06/23/16,1255,Fraud Offenses,Identity Theft,1
5000 BLOCK OF SW SLAVIN RD,16-907815,Property,No Measure Value,South Portland,07/05/16,700,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW LANDING DR,16-908367,Property,No Measure Value,South Portland,07/18/16,635,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,16-908513,Property,No Measure Value,South Portland,07/21/16,1030,Larceny Offenses,All Other Larceny,1
5300 BLOCK OF SW MACADAM AVE,16-908712,Property,No Measure Value,South Portland,07/25/16,1500,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW LOWELL ST,16-908815,Property,No Measure Value,South Portland,01/11/14,235,Fraud Offenses,Identity Theft,1
100 BLOCK OF SW WHITAKER ST,16-908860,Property,No Measure Value,South Portland,07/27/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
7100 BLOCK OF SW VIRGINIA AVE,16-908936,Property,No Measure Value,South Portland,07/31/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
4300 BLOCK OF SW CORBETT AVE,16-908992,Property,No Measure Value,South Portland,07/29/16,905,Larceny Offenses,All Other Larceny,1
400 BLOCK OF SW MILES ST,16-909018,Property,No Measure Value,South Portland,07/31/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
5000 BLOCK OF SW CORBETT AVE,16-909254,Property,No Measure Value,South Portland,08/04/16,0,Larceny Offenses,Theft From Motor Vehicle,1
2700 BLOCK OF SW MOODY AVE,16-909433,Property,No Measure Value,South Portland,08/08/16,1000,Fraud Offenses,Identity Theft,1
2700 BLOCK OF SW MOODY AVE,16-909433,Property,No Measure Value,South Portland,08/08/16,1000,Larceny Offenses,Theft From Building,1
7000 BLOCK OF SW CORBETT AVE,16-909460,Property,No Measure Value,South Portland,08/08/16,200,Larceny Offenses,Theft From Motor Vehicle,1
500 BLOCK OF SW CALIFORNIA ST,16-909505,Property,No Measure Value,South Portland,08/08/16,1515,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,16-909678,Property,No Measure Value,South Portland,08/12/16,1930,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW MEADE ST,16-909732,Property,No Measure Value,South Portland,08/16/16,320,Larceny Offenses,All Other Larceny,1
0 BLOCK OF SW PORTER ST,16-909797,Property,No Measure Value,South Portland,08/18/16,1800,Vandalism,Vandalism,1
3800 BLOCK OF SW BOND AVE,16-909814,Property,No Measure Value,South Portland,08/15/16,810,Larceny Offenses,All Other Larceny,1
0 BLOCK OF SW ARTHUR ST,16-909839,Property,No Measure Value,South Portland,08/19/16,100,Larceny Offenses,All Other Larceny,1
6600 BLOCK OF SW MACADAM AVE,16-909932,Property,No Measure Value,South Portland,08/02/16,1630,Vandalism,Vandalism,1
3200 BLOCK OF SW KELLY AVE,16-910066,Property,No Measure Value,South Portland,08/24/16,1425,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW HAMILTON CT,16-910085,Property,No Measure Value,South Portland,08/24/16,1715,Larceny Offenses,All Other Larceny,1
2900 BLOCK OF SW 2ND AVE,16-910120,Property,No Measure Value,South Portland,08/26/16,200,Vandalism,Vandalism,1
700 BLOCK OF SW BANCROFT ST,16-910150,Property,No Measure Value,South Portland,08/29/16,610,Vandalism,Vandalism,1
4800 BLOCK OF SW CORBETT AVE,16-910173,Property,No Measure Value,South Portland,08/28/16,335,Larceny Offenses,Theft From Motor Vehicle,1
3000 BLOCK OF SW MOODY AVE,16-910214,Property,No Measure Value,South Portland,08/27/16,1630,Fraud Offenses,Identity Theft,1
3000 BLOCK OF SW MOODY AVE,16-910214,Property,No Measure Value,South Portland,08/27/16,1630,Larceny Offenses,All Other Larceny,1
7200 BLOCK OF SW MACADAM AVE,16-910293,Property,No Measure Value,South Portland,08/29/16,1930,Larceny Offenses,Theft From Building,1
0 BLOCK OF SW MEADE ST,16-910394,Property,No Measure Value,South Portland,09/01/16,0,Fraud Offenses,Identity Theft,1
0 BLOCK OF SW MEADE ST,16-910394,Property,No Measure Value,South Portland,09/01/16,0,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW CURRY ST,16-910464,Property,No Measure Value,South Portland,09/01/16,1,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
800 BLOCK OF SW CURRY ST,16-910464,Property,No Measure Value,South Portland,09/01/16,1,Fraud Offenses,Identity Theft,1
600 BLOCK OF SW LOWELL ST,16-910519,Property,No Measure Value,South Portland,09/03/16,925,Vandalism,Vandalism,1
SW HOOKER ST / SW BARBUR BLVD,16-910612,Property,No Measure Value,South Portland,09/04/16,1130,Vandalism,Vandalism,1
3000 BLOCK OF SW 2ND AVE,16-910784,Property,No Measure Value,South Portland,09/06/16,755,Vandalism,Vandalism,1
3200 BLOCK OF SW KELLY AVE,16-910795,Property,No Measure Value,South Portland,09/09/16,900,Vandalism,Vandalism,1
2500 BLOCK OF SW 3RD AVE,16-910820,Property,No Measure Value,South Portland,09/09/16,1430,Vandalism,Vandalism,1
0 BLOCK OF SW RICHARDSON ST,16-910898,Property,No Measure Value,South Portland,09/10/16,930,Larceny Offenses,Theft From Motor Vehicle,1
6600 BLOCK OF SW VIRGINIA AVE,16-911123,Property,No Measure Value,South Portland,09/14/16,1805,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW 1ST AVE,16-911217,Property,No Measure Value,South Portland,09/16/16,1050,Fraud Offenses,Identity Theft,1
4800 BLOCK OF SW 1ST AVE,16-911217,Property,No Measure Value,South Portland,09/16/16,1050,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,16-911223,Property,No Measure Value,South Portland,09/16/16,300,Larceny Offenses,All Other Larceny,1
3600 BLOCK OF SW RIVER PKWY,16-911266,Property,No Measure Value,South Portland,09/17/16,1320,Larceny Offenses,All Other Larceny,1
3600 BLOCK OF SW RIVER PKWY,16-911279,Property,No Measure Value,South Portland,09/16/16,1815,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW LOWELL ST,16-911400,Property,No Measure Value,South Portland,09/19/16,1800,Larceny Offenses,All Other Larceny,1
SW HOOKER ST / SW BARBUR BLVD,16-911418,Property,No Measure Value,South Portland,09/07/16,940,Vandalism,Vandalism,1
600 BLOCK OF SW GAINES ST,16-911428,Property,No Measure Value,South Portland,08/22/16,100,Embezzlement,Embezzlement,1
600 BLOCK OF SW GAINES ST,16-911428,Property,No Measure Value,South Portland,08/22/16,100,Vandalism,Vandalism,1
6800 BLOCK OF SW MACADAM AVE,16-911497,Property,No Measure Value,South Portland,09/01/16,1555,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,16-911552,Property,No Measure Value,South Portland,09/21/16,2105,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW CORBETT AVE,16-911609,Property,No Measure Value,South Portland,09/22/16,0,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW LANE ST,16-911701,Property,No Measure Value,South Portland,09/25/16,200,Larceny Offenses,Theft From Motor Vehicle,1
3500 BLOCK OF SW CORBETT AVE,16-911873,Property,No Measure Value,South Portland,09/28/16,0,Larceny Offenses,Theft From Motor Vehicle,1
6400 BLOCK OF SW BEAVER AVE,16-911943,Property,No Measure Value,South Portland,09/18/16,1405,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW BOND AVE,16-911961,Property,No Measure Value,South Portland,09/29/16,945,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,16-911997,Property,No Measure Value,South Portland,09/30/16,2000,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,16-911997,Property,No Measure Value,South Portland,09/30/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW BARBUR BLVD,16-912055,Property,No Measure Value,South Portland,09/26/16,650,Vandalism,Vandalism,1
3800 BLOCK OF SW WATER AVE,16-912094,Property,No Measure Value,South Portland,09/28/16,1510,Larceny Offenses,All Other Larceny,1
5000 BLOCK OF SW SLAVIN RD,16-912104,Property,No Measure Value,South Portland,10/01/16,1455,Fraud Offenses,Identity Theft,1
4900 BLOCK OF SW CORBETT AVE,16-912220,Property,No Measure Value,South Portland,10/02/16,1800,Burglary,Burglary,1
4900 BLOCK OF SW CORBETT AVE,16-912220,Property,No Measure Value,South Portland,10/02/16,1800,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW SLAVIN RD,16-912354,Property,No Measure Value,South Portland,10/08/16,1500,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,16-912398,Property,No Measure Value,South Portland,06/01/11,905,Fraud Offenses,Identity Theft,1
5100 BLOCK OF SW LANDING DR,16-912481,Property,No Measure Value,South Portland,10/07/16,1800,Larceny Offenses,All Other Larceny,1
4500 BLOCK OF SW MACADAM AVE,16-912711,Property,No Measure Value,South Portland,10/13/16,2050,Vandalism,Vandalism,1
3600 BLOCK OF SW KELLY AVE,16-912737,Property,No Measure Value,South Portland,10/15/16,1330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3900 BLOCK OF SW CORBETT AVE,16-912754,Property,No Measure Value,South Portland,10/15/16,2315,Vandalism,Vandalism,1
3400 BLOCK OF SW KELLY AVE,16-912835,Property,No Measure Value,South Portland,10/01/16,1025,Vandalism,Vandalism,1
3100 BLOCK OF SW 2ND AVE,16-912891,Property,No Measure Value,South Portland,10/18/16,350,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW BANCROFT ST,16-912944,Property,No Measure Value,South Portland,10/19/16,830,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW IOWA ST,16-913176,Property,No Measure Value,South Portland,10/23/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
5600 BLOCK OF SW RIVERSIDE LN,16-913236,Property,No Measure Value,South Portland,10/24/16,2230,Larceny Offenses,Theft From Motor Vehicle,1
3900 BLOCK OF SW CORBETT AVE,16-913248,Property,No Measure Value,South Portland,10/15/16,2315,Vandalism,Vandalism,1
4100 BLOCK OF SW CORBETT AVE,16-913403,Property,No Measure Value,South Portland,10/31/16,1847,Fraud Offenses,Identity Theft,1
5100 BLOCK OF SW SLAVIN RD,16-913491,Property,No Measure Value,South Portland,11/02/16,300,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW SLAVIN RD,16-913496,Property,No Measure Value,South Portland,11/01/16,2300,Vandalism,Vandalism,1
7000 BLOCK OF SW MACADAM AVE,16-913599,Property,No Measure Value,South Portland,10/31/16,135,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW SLAVIN RD,16-913664,Property,No Measure Value,South Portland,11/02/16,300,Vandalism,Vandalism,1
100 BLOCK OF SW MEADE ST,16-913677,Property,No Measure Value,South Portland,11/02/16,2330,Larceny Offenses,All Other Larceny,1
3500 BLOCK OF SW 1ST AVE,16-914067,Property,No Measure Value,South Portland,11/10/16,1045,Larceny Offenses,Theft From Motor Vehicle,1
4500 BLOCK OF SW CORBETT AVE,16-914379,Property,No Measure Value,South Portland,11/11/16,2130,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW MACADAM AVE,16-914587,Property,No Measure Value,South Portland,11/17/16,1800,Vandalism,Vandalism,1
4900 BLOCK OF SW LANDING DR,16-914836,Property,No Measure Value,South Portland,11/19/16,50,Fraud Offenses,Identity Theft,1
300 BLOCK OF SW NEBRASKA ST,16-915106,Property,No Measure Value,South Portland,11/28/16,2300,Fraud Offenses,Identity Theft,1
5000 BLOCK OF SW SLAVIN RD,16-915113,Property,No Measure Value,South Portland,11/28/16,0,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
100 BLOCK OF SW MEADE ST,16-915312,Property,No Measure Value,South Portland,12/01/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
3800 BLOCK OF SW BOND AVE,16-916020,Property,No Measure Value,South Portland,12/14/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
2500 BLOCK OF SW WATER AVE,16-916166,Property,No Measure Value,South Portland,11/17/16,1100,Larceny Offenses,All Other Larceny,1
7500 BLOCK OF SW FULTON PARK BLVD,16-916422,Property,No Measure Value,South Portland,12/24/16,100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3600 BLOCK OF SW RIVER PKWY,16-916683,Property,No Measure Value,South Portland,12/26/16,1438,Fraud Offenses,Identity Theft,1
4000 BLOCK OF SW KELLY AVE,16-916809,Property,No Measure Value,South Portland,12/31/16,1100,Fraud Offenses,Identity Theft,1
4000 BLOCK OF SW KELLY AVE,16-916809,Property,No Measure Value,South Portland,12/31/16,1100,Larceny Offenses,Theft From Motor Vehicle,1
NULL,16-X4484767,Person,No Measure Value,South Portland,01/18/16,2338,Assault Offenses,Simple Assault,1
NULL,16-X4509492,Person,No Measure Value,South Portland,02/20/16,1030,Sex Offenses,Fondling,1
NULL,16-X4520175,Person,No Measure Value,South Portland,03/05/16,118,Assault Offenses,Simple Assault,1
NULL,16-X4520915,Person,No Measure Value,South Portland,02/12/16,1109,Assault Offenses,Intimidation,1
NULL,16-X4525418,Person,No Measure Value,South Portland,03/11/16,1000,Assault Offenses,Simple Assault,1
NULL,16-X4529503,Person,No Measure Value,South Portland,01/01/15,1,Sex Offenses,Fondling,1
NULL,16-X4529600,Person,No Measure Value,South Portland,04/26/14,1,Sex Offenses,Fondling,1
NULL,16-X4529620,Person,No Measure Value,South Portland,01/01/15,1,Sex Offenses,Fondling,1
NULL,16-X4534650,Person,No Measure Value,South Portland,11/01/15,800,Sex Offenses,Sodomy,1
NULL,16-X4545333,Person,No Measure Value,South Portland,01/01/16,1000,Sex Offenses,Fondling,1
NULL,16-X4548100,Person,No Measure Value,South Portland,04/11/16,904,Assault Offenses,Intimidation,1
NULL,16-X4579512,Person,No Measure Value,South Portland,05/20/16,2308,Sex Offenses,Fondling,1
NULL,16-X4590254,Person,No Measure Value,South Portland,07/09/15,0,Sex Offenses,Fondling,1
NULL,16-X4595343,Person,No Measure Value,South Portland,06/12/16,11,Assault Offenses,Aggravated Assault,1
NULL,16-X4609103,Person,No Measure Value,South Portland,06/28/16,300,Assault Offenses,Simple Assault,1
